Category,Audience Name,Description
Geographic,Geographic > Congressional District > WA 5,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WA 6,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WA 7,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WA 8,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WA 9,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WI 1,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WI 2,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WI 3,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WI 4,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WI 5,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WI 6,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WI 7,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WI 8,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WV 1,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WV 2,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WV 3,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > Congressional District > WY AL,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 500 Portland-Auburn,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 501 New York,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 502 Binghamton,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 503 Macon,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 504 Philadelphia,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 505 Detroit,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 506 Boston (Manchester),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 507 Savannah,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 508 Pittsburgh,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 509 Ft. Wayne,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 510 Cleveland-Akron (Canton),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 511 Washington DC (Hagerstown),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 512 Baltimore,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 513 Flint-Saginaw-Bay City,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 514 Buffalo,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 515 Cincinnati,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 516 Erie,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 517 Charlotte,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 518 Greensboro-H.Point-W.Salem,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 519 Charleston SC,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 520 Augusta-Aiken,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 521 Providence-New Bedford,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 522 Columbus GA (Opelika Al),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 523 Burlington-Plattsburgh,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 524 Atlanta,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 525 Albany GA,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 526 Utica,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 527 Indianapolis,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 528 Miami-Ft. Lauderdale,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 529 Louisville,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 530 Tallahassee-Thomasville,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 531 Tri-Cities TN-VA,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 532 Albany-Schenectady-Troy,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 533 Hartford & New Haven,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 534 Orlando-Daytona Bch-Melbrn,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 535 Columbus OH,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 536 Youngstown,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 537 Bangor,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 538 Rochester NY,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 539 Tampa-St. Pete (Sarasota),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 540 Traverse City-Cadillac,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 541 Lexington,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 542 Dayton,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 543 Springfield-Holyoke,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 544 Norfolk-Portsmth-Newpt Nws,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 545 Greenville-N.Bern-Washngtn,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 546 Columbia SC,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 547 Toledo,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 548 West Palm Beach-Ft. Pierce,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 549 Watertown,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 550 Wilmington,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 551 Lansing,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 552 Presque Isle,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 553 Marquette,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 554 Wheeling-Steubenville,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 555 Syracuse,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 556 Richmond-Petersburg,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 557 Knoxville,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 558 Lima,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 559 Bluefield-Beckley-Oak Hill,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 560 Raleigh-Durham (Fayetteville),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 561 Jacksonville,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 563 Grand Rapids-Kalamazoo-B.Crk,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 564 Charleston-Huntington,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 565 Elmira (Corning),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 566 Harrisburg-Lncstr-Leb-York,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 567 Greenvll-Spart-Ashevll-And,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 569 Harrisonburg,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 570 Myrtle Beach-Florence,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 571 Ft. Myers-Naples,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 573 Roanoke-Lynchburg,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 574 Johnstown-Altoona-St Colge,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 575 Chattanooga,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 576 Salisbury,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 577 Wilkes Barre-Scranton-Hztn,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 581 Terre Haute,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 582 Lafayette IN,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 583 Alpena,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 584 Charlottesville,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 588 South Bend-Elkhart,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 592 Gainesville,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 596 Zanesville,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 597 Parkersburg,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 598 Clarksburg-Weston,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 600 Corpus Christi,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 602 Chicago,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 603 Joplin-Pittsburg,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 604 Columbia-Jefferson City,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 605 Topeka,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 606 Dothan,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 609 St. Louis,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 610 Rockford,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 611 Rochestr-Mason City-Austin,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 612 Shreveport,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 613 Minneapolis-St. Paul,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 616 Kansas City,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 617 Milwaukee,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 618 Houston,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 619 Springfield MO,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 622 New Orleans,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 623 Dallas-Ft. Worth,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 624 Sioux City,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 625 Waco-Temple-Bryan,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 626 Victoria,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 627 Wichita Falls & Lawton,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 628 Monroe-El Dorado,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 630 Birmingham (Ann And Tusc),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 631 Ottumwa-Kirksville,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 632 Paducah-Cape Girard-Harsbg,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 633 Odessa-Midland,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 634 Amarillo,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 635 Austin,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 636 Harlingen-Wslco-Brnsvl-Mca,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 637 Cedar Rapids-Wtrlo-Iwc &Dub,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 638 St. Joseph,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 639 Jackson TN,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 640 Memphis,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 641 San Antonio,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 642 Lafayette LA,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 643 Lake Charles,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 644 Alexandria LA,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 647 Greenwood-Greenville,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 648 Champaign&Sprngfld-Decatur,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 649 Evansville,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 650 Oklahoma City,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 651 Lubbock,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 652 Omaha,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 656 Panama City,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 657 Sherman-Ada,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 658 Green Bay-Appleton,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 659 Nashville,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 661 San Angelo,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 662 Abilene-Sweetwater,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 669 Madison,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 670 Ft. Smith-Fay-Sprngdl-Rgrs,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 671 Tulsa,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 673 Columbus-Tupelo-W Pnt-Hstn,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 675 Peoria-Bloomington,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 676 Duluth-Superior,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 678 Wichita-Hutchinson Plus,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 679 Des Moines-Ames,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 682 Davenport-R.Island-Moline,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 686 Mobile-Pensacola (Ft Walt),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 687 Minot-Bsmrck-Dcknsn(Wlstn),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 691 Huntsville-Decatur (Flor),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 692 Beaumont-Port Arthur,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 693 Little Rock-Pine Bluff,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 698 Montgomery-Selma,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 702 La Crosse-Eau Claire,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 705 Wausau-Rhinelander,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 709 Tyler-Longview(Lfkn&Ncgd),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 710 Hattiesburg-Laurel,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 711 Meridian,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 716 Baton Rouge,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 717 Quincy-Hannibal-Keokuk,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 718 Jackson MS,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 722 Lincoln & Hastings-Krny,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 724 Fargo-Valley City,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 725 Sioux Falls (Mitchell),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 734 Jonesboro,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 736 Bowling Green,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 737 Mankato,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 740 North Platte,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 743 Anchorage,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 744 Honolulu,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 745 Fairbanks,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 746 Biloxi-Gulfport,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 747 Juneau,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 749 Laredo,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 751 Denver,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 752 Colorado Springs-Pueblo,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 753 Phoenix (Prescott),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 754 Butte-Bozeman,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 755 Great Falls,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 756 Billings,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 757 Boise,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 758 Idaho Falls - Pocatello,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 759 Cheyenne-Scottsbluff,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 760 Twin Falls,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 762 Missoula,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 764 Rapid City,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 765 El Paso (Las Cruces),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 766 Helena,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 767 Casper-Riverton,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 770 Salt Lake City,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 771 Yuma-El Centro,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 773 Grand Junction-Montrose,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 789 Tucson (Sierra Vista),"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 790 Albuquerque-Santa Fe,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 798 Glendive,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 800 Bakersfield,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 801 Eugene,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 802 Eureka,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 803 Los Angeles,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 804 Palm Springs,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 807 San Francisco-Oak-San Jose,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 810 Yakima-Pasco-Rchlnd-Knnwck,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 811 Reno,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 813 Medford-Klamath Falls,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 819 Seattle-Tacoma,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 820 Portland OR,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 821 Bend OR,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 825 San Diego,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 828 Monterey-Salinas,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 839 Las Vegas,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 855 Santabarbra-Sanmar-Sanluob,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
Geographic,Geographic > DMA > 862 Sacramnto-Stkton-Modesto,"TransUnion Geographic audiences include information about physical location and geography like state, DMA, and congressional district."
